ENSHGLG00000002435	4930453N24RIK
ENSHGLG00000018098	SKI
ENSHGLG00000018102	LIMK2
ENSHGLG00000018105	SYNJ2BP
ENSHGLG00000018106	UBR2
ENSHGLG00000018107	PITPNA
ENSHGLG00000018108	IL1RAP
ENSHGLG00000018109	PKHD1
ENSHGLG00000018111	PSTK
ENSHGLG00000018113	XPO4
ENSHGLG00000018114	RNF207
ENSHGLG00000018117	HOXA1
ENSHGLG00000018118	POP7
ENSHGLG00000018119	CHADL
ENSHGLG00000018120	NHEJ1
ENSHGLG00000018121	BFSP2
ENSHGLG00000018122	CD3E
ENSHGLG00000018123	BUD31
ENSHGLG00000018124	DICER1
ENSHGLG00000018125	FNDC10
ENSHGLG00000018128	MED20
ENSHGLG00000018129	TBC1D22B
ENSHGLG00000018130	CLDN16
ENSHGLG00000018131	RPL22
ENSHGLG00000018133	AES
ENSHGLG00000018135	ITPR2
ENSHGLG00000018136	INO80
ENSHGLG00000018137	PSMF1
ENSHGLG00000018139	FERMT2
ENSHGLG00000018143	USP49
ENSHGLG00000018148	RSRC1
ENSHGLG00000018149	DHPS
ENSHGLG00000018152	SFI1
ENSHGLG00000018155	GBX2
ENSHGLG00000018156	SEZ6L2
ENSHGLG00000018158	CLDN1
ENSHGLG00000018161	LACTBL1
ENSHGLG00000018162	ANO1
ENSHGLG00000018164	NCK1
ENSHGLG00000018165	MTR
ENSHGLG00000018166	MYEF2
ENSHGLG00000018167	CD84
ENSHGLG00000018170	SRD5A1
ENSHGLG00000018172	RHOV
ENSHGLG00000018173	PATL1
ENSHGLG00000018174	SLC25A14
ENSHGLG00000018177	PAPPA2
ENSHGLG00000018179	AP3D1
ENSHGLG00000018180	ZMAT5
ENSHGLG00000018181	TMPRSS2
ENSHGLG00000018182	ANKS4B
ENSHGLG00000018183	DYNC1H1
ENSHGLG00000018184	CHD5
ENSHGLG00000018185	TMEM79
ENSHGLG00000018187	APC2
ENSHGLG00000018190	TMEM199
ENSHGLG00000018191	KCNK12
ENSHGLG00000018192	PWWP2B
ENSHGLG00000018193	BRS3
ENSHGLG00000018194	MKRN2
ENSHGLG00000018195	IL2RB
ENSHGLG00000018196	FHAD1
ENSHGLG00000018198	TBC1D21
ENSHGLG00000018200	SLC9A9
ENSHGLG00000018201	ATE1
ENSHGLG00000018204	CDC42EP1
ENSHGLG00000018205	GCKR
ENSHGLG00000018206	PCSK7
ENSHGLG00000018207	LARGE2
ENSHGLG00000018208	DSC2
ENSHGLG00000018209	TC2N
ENSHGLG00000018211	SPAG8
ENSHGLG00000018214	RAF1
ENSHGLG00000018215	KCNAB2
ENSHGLG00000018216	HNRNPA0
ENSHGLG00000018217	PLCB4
ENSHGLG00000018218	VTN
ENSHGLG00000018221	XYLB
ENSHGLG00000018223	PTPN21
ENSHGLG00000018224	ZSCAN10
ENSHGLG00000018225	FKTN
ENSHGLG00000018228	TESC
ENSHGLG00000018229	FXYD6
ENSHGLG00000018230	RAMP3
ENSHGLG00000018232	MLXIPL
ENSHGLG00000018233	GAREM2
ENSHGLG00000018237	CEP41
ENSHGLG00000018238	RBMS2
ENSHGLG00000018239	GRM1
ENSHGLG00000018242	RAD51
ENSHGLG00000018244	PCBD2
ENSHGLG00000018245	PADI4
ENSHGLG00000018246	ANKDD1A
ENSHGLG00000018247	CSF1
ENSHGLG00000018248	DERL1
ENSHGLG00000018249	PIK3IP1
ENSHGLG00000018251	UQCR10
ENSHGLG00000018252	NRSN2
ENSHGLG00000018253	RAP1GAP2
ENSHGLG00000018254	RASGEF1C
ENSHGLG00000018256	HMCES
ENSHGLG00000018257	CTXN2
ENSHGLG00000018258	AMPD3
ENSHGLG00000018259	LGALS2
ENSHGLG00000018262	DNMT1
ENSHGLG00000018264	CRIM1
ENSHGLG00000018265	GPX2
ENSHGLG00000018266	CBFA2T2
ENSHGLG00000018268	NIPAL1
ENSHGLG00000018269	ANGPTL3
ENSHGLG00000018271	TXNRD2
ENSHGLG00000018272	SPINT1
ENSHGLG00000018273	ALG6
ENSHGLG00000018274	METTL1
ENSHGLG00000018275	UBALD2
ENSHGLG00000018276	MRAP2
ENSHGLG00000018277	ATP8A1
ENSHGLG00000018278	LRRC47
ENSHGLG00000018280	DERL3
ENSHGLG00000018281	ACTC1
ENSHGLG00000018282	FMO1
ENSHGLG00000018285	C1QTNF6
ENSHGLG00000018286	INO80E
ENSHGLG00000018287	QRICH2
ENSHGLG00000018289	RRBP1
ENSHGLG00000018290	L3MBTL2
ENSHGLG00000018292	ATG4C
ENSHGLG00000018294	SAP25
ENSHGLG00000018295	SMIM1
ENSHGLG00000018296	SMOX
ENSHGLG00000018297	TMEM165
ENSHGLG00000018298	CD101
ENSHGLG00000018299	GNL3
ENSHGLG00000018300	GDE1
ENSHGLG00000018301	RNF167
ENSHGLG00000018303	OBSL1
ENSHGLG00000018305	SLC38A8
ENSHGLG00000018306	VASP
ENSHGLG00000018307	MAPK15
ENSHGLG00000018308	COL18A1
ENSHGLG00000018309	LRFN1
ENSHGLG00000018310	KIF3C
ENSHGLG00000018311	CPSF2
ENSHGLG00000018314	HIPK3
ENSHGLG00000018315	ROGDI
ENSHGLG00000018317	POMC
ENSHGLG00000018318	TMEM107
ENSHGLG00000018319	NFAM1
ENSHGLG00000018320	EFNB3
ENSHGLG00000018321	NSUN5
ENSHGLG00000018322	PRRT3
ENSHGLG00000018323	ARHGAP15
ENSHGLG00000018324	TCEA1
ENSHGLG00000018326	TIMM44
ENSHGLG00000018329	FEV
ENSHGLG00000018330	ZBTB4
ENSHGLG00000018331	PSMA2
ENSHGLG00000018333	CRISPLD2
ENSHGLG00000018334	KMT2C
ENSHGLG00000018335	EMC3
ENSHGLG00000018337	TNFRSF12A
ENSHGLG00000018338	LSMEM1
ENSHGLG00000018341	DOCK7
ENSHGLG00000018342	MVD
ENSHGLG00000018344	TECPR1
ENSHGLG00000018346	USP46
ENSHGLG00000018347	BICD2
ENSHGLG00000018348	GNA11
ENSHGLG00000018350	CABP7
ENSHGLG00000018351	HEY1
ENSHGLG00000018352	CNGB3
ENSHGLG00000018353	CAMK1
ENSHGLG00000018354	P2RX1
ENSHGLG00000018355	CCL24
ENSHGLG00000018356	CNTNAP1
ENSHGLG00000018359	ARFGAP3
ENSHGLG00000018361	CEP68
ENSHGLG00000018362	IQGAP3
ENSHGLG00000018363	CLK3
ENSHGLG00000018364	GEMIN6
ENSHGLG00000018368	NDUFS3
ENSHGLG00000018369	MSTO1
ENSHGLG00000018370	TMEM259
ENSHGLG00000018371	STMN2
ENSHGLG00000018373	ASIC4
ENSHGLG00000018375	RMDN1
ENSHGLG00000018376	MAT2A
ENSHGLG00000018377	NDUFAB1
ENSHGLG00000018379	LCMT1
ENSHGLG00000018381	NPR2
ENSHGLG00000018382	FIS1
ENSHGLG00000018383	SMYD1
ENSHGLG00000018384	GCNT2
ENSHGLG00000018385	MAOB
ENSHGLG00000018386	HMX3
ENSHGLG00000018388	ACP2
ENSHGLG00000018389	MYEOV2
ENSHGLG00000018390	VASN
ENSHGLG00000018395	TCIRG1
ENSHGLG00000018396	THOC5
ENSHGLG00000018400	CSRNP3
ENSHGLG00000018401	TLN1
ENSHGLG00000018405	HGH1
ENSHGLG00000018408	KCTD21
ENSHGLG00000018409	RAVER2
ENSHGLG00000018410	USPL1
ENSHGLG00000018418	ADM
ENSHGLG00000018420	DRD3
ENSHGLG00000018421	GTF2F1
ENSHGLG00000018423	TNKS2
ENSHGLG00000018425	CACHD1
ENSHGLG00000018426	PBK
ENSHGLG00000018428	TCF25
ENSHGLG00000018429	KCNJ6
ENSHGLG00000018430	DDB1
ENSHGLG00000018432	KDM5B
ENSHGLG00000018433	HAUS2
ENSHGLG00000018434	SLC39A7
ENSHGLG00000018435	MFAP4
ENSHGLG00000018436	ALKBH7
ENSHGLG00000018440	AURKA
ENSHGLG00000018441	NRN1L
ENSHGLG00000018442	NPPA
ENSHGLG00000018443	MORN4
ENSHGLG00000018444	SCAND1
ENSHGLG00000018445	USP6NL
ENSHGLG00000018447	HARBI1
ENSHGLG00000018448	NCF4
ENSHGLG00000018450	MORC3
ENSHGLG00000018452	FSTL3
ENSHGLG00000018454	LTBP3
ENSHGLG00000018455	ABCG5
ENSHGLG00000018456	RXRB
ENSHGLG00000018458	GRIN2A
ENSHGLG00000018459	FBXW5
ENSHGLG00000018460	COMMD8
ENSHGLG00000018461	KCTD7
ENSHGLG00000018462	RGS22
ENSHGLG00000018463	MATN1
ENSHGLG00000018464	FOXB1
ENSHGLG00000018466	TNFRSF17
ENSHGLG00000018467	IL17B
ENSHGLG00000018470	SCN2B
ENSHGLG00000018471	AP2S1
ENSHGLG00000018472	PES1
ENSHGLG00000018474	FAM89A
ENSHGLG00000018480	PCYOX1L
ENSHGLG00000018484	MPZL3
ENSHGLG00000018485	CATSPER3
ENSHGLG00000018486	CTRC
ENSHGLG00000018487	AHCTF1
ENSHGLG00000018488	TMED8
ENSHGLG00000018489	LYVE1
ENSHGLG00000018491	SLIRP
ENSHGLG00000018492	ALKBH4
ENSHGLG00000018493	ITK
ENSHGLG00000018495	RBPJL
ENSHGLG00000018496	MRPL22
ENSHGLG00000018500	TIMP3
ENSHGLG00000018501	PITRM1
ENSHGLG00000018503	KIF14
ENSHGLG00000018504	EFNA4
ENSHGLG00000018505	KNSTRN
ENSHGLG00000018507	ASL
ENSHGLG00000018508	BBS2
ENSHGLG00000018510	DSC3
ENSHGLG00000018511	KIF27
ENSHGLG00000018516	MLXIP
ENSHGLG00000018517	HCFC1R1
ENSHGLG00000018519	ASB18
ENSHGLG00000018522	IHH
ENSHGLG00000018523	SLC44A4
ENSHGLG00000018525	MRPL40
ENSHGLG00000018526	GGN
ENSHGLG00000018528	RPA2
ENSHGLG00000018529	DLL3
ENSHGLG00000018530	SLC25A18
ENSHGLG00000018531	COL11A2
ENSHGLG00000018532	GABRA2
ENSHGLG00000018533	MOXD1
ENSHGLG00000018534	PRPF18
ENSHGLG00000018535	PHGDH
ENSHGLG00000018536	RAB33A
ENSHGLG00000018537	INO80D
ENSHGLG00000018538	ALB
ENSHGLG00000018539	IGSF3
ENSHGLG00000018540	DSG2
ENSHGLG00000018541	DIAPH3
ENSHGLG00000018542	SGPP2
ENSHGLG00000018543	COPZ2
ENSHGLG00000018544	NEU1
ENSHGLG00000018545	TTC39B
ENSHGLG00000018546	EPN3
ENSHGLG00000018547	SGTA
ENSHGLG00000018548	MEIS2
ENSHGLG00000018549	ADAM15
ENSHGLG00000018551	TOP3B
ENSHGLG00000018553	QTRT1
ENSHGLG00000018554	ATP8B2
ENSHGLG00000018555	PARP12
ENSHGLG00000018556	LIMK1
ENSHGLG00000018557	ARHGEF10L
ENSHGLG00000018559	CORT
ENSHGLG00000018560	STYXL1
ENSHGLG00000018562	SEC14L3
ENSHGLG00000018566	JAK1
ENSHGLG00000018567	ITIH2
ENSHGLG00000018571	PARD6A
ENSHGLG00000018572	KNL1
ENSHGLG00000018574	REEP5
ENSHGLG00000018575	CHRNA9
ENSHGLG00000018577	MAPK6
ENSHGLG00000018579	CCDC127
ENSHGLG00000018580	FERMT1
ENSHGLG00000018582	AREL1
ENSHGLG00000018584	ADIPOR2
ENSHGLG00000018585	SGSM3
ENSHGLG00000018589	CCBE1
ENSHGLG00000018590	SEL1L
ENSHGLG00000018591	VPS25
ENSHGLG00000018592	MAPRE3
ENSHGLG00000018593	PRND
ENSHGLG00000018594	NUB1
ENSHGLG00000018596	TMOD2
ENSHGLG00000018598	EML2
ENSHGLG00000018599	TCP11L1
ENSHGLG00000018600	MEIS3
ENSHGLG00000018601	PDE1A
ENSHGLG00000018604	FRMD4A
ENSHGLG00000018606	ASTN1
ENSHGLG00000018607	TECR
ENSHGLG00000018608	AGPAT2
ENSHGLG00000018609	YOD1
ENSHGLG00000018610	DNAJC6
ENSHGLG00000018611	LAMC2
ENSHGLG00000018612	IGFBP3
ENSHGLG00000018614	FAM110B
ENSHGLG00000018615	SLC22A12
ENSHGLG00000018617	WBP2
ENSHGLG00000018618	DEPDC7
ENSHGLG00000018619	MROH6
ENSHGLG00000018620	PCBP3
ENSHGLG00000018621	CLCN6
ENSHGLG00000018623	SLC13A2
ENSHGLG00000018624	IL18BP
ENSHGLG00000018625	GPR139
ENSHGLG00000018626	CACNG2
ENSHGLG00000018627	SLC15A5
ENSHGLG00000018628	NDUFA13
ENSHGLG00000018629	NPHP4
ENSHGLG00000018630	ATG4B
ENSHGLG00000018631	GABRB1
ENSHGLG00000018633	SSU72
ENSHGLG00000018634	NGB
ENSHGLG00000018635	AIFM1
ENSHGLG00000018638	MAP4K3
ENSHGLG00000018639	HBEGF
ENSHGLG00000018640	PAFAH1B1
ENSHGLG00000018641	PLEKHA3
ENSHGLG00000018644	PHYKPL
ENSHGLG00000018645	KLK1
ENSHGLG00000018646	EARS2
ENSHGLG00000018652	PPP1R3C
ENSHGLG00000018654	YLPM1
ENSHGLG00000018655	WTIP
ENSHGLG00000018656	ACAP3
ENSHGLG00000018657	CLDN12
ENSHGLG00000018658	CAPRIN1
ENSHGLG00000018661	PACSIN3
ENSHGLG00000018663	RERG
ENSHGLG00000018666	WWC2
ENSHGLG00000018667	CPQ
ENSHGLG00000018668	DKK4
ENSHGLG00000018669	USP25
ENSHGLG00000018670	GAN
ENSHGLG00000018673	CHMP1A
ENSHGLG00000018674	NF2
ENSHGLG00000018675	C3
ENSHGLG00000018676	PAPSS2
ENSHGLG00000018678	PGF
ENSHGLG00000018679	FAM210B
ENSHGLG00000018681	SNAI3
ENSHGLG00000018685	ERCC2
ENSHGLG00000018688	ANKRD13A
ENSHGLG00000018689	DDB2
ENSHGLG00000018690	LANCL3
ENSHGLG00000018692	RER1
ENSHGLG00000018693	SLC7A9
ENSHGLG00000018695	RAP1GAP
ENSHGLG00000018696	NCF2
ENSHGLG00000018697	GSTP1
ENSHGLG00000018699	CRHR2
ENSHGLG00000018700	RBM7
ENSHGLG00000018704	MORN1
ENSHGLG00000018708	TUBB4B
ENSHGLG00000018709	FOXN1
ENSHGLG00000018710	LRRC43
ENSHGLG00000018711	GPR83
ENSHGLG00000018712	TBX3
ENSHGLG00000018713	STARD5
ENSHGLG00000018715	PLEKHS1
ENSHGLG00000018717	DTYMK
ENSHGLG00000018718	RIC8A
ENSHGLG00000018719	ERMP1
ENSHGLG00000018720	ADPRHL2
ENSHGLG00000018723	CDC42EP3
ENSHGLG00000018724	CREB3
ENSHGLG00000018728	TOR1AIP2
ENSHGLG00000018729	RYR3
ENSHGLG00000018730	SCYL1
ENSHGLG00000018732	KLHL10
ENSHGLG00000018733	HRH2
ENSHGLG00000018734	VDAC3
ENSHGLG00000018735	GPR107
ENSHGLG00000018736	KIF5B
ENSHGLG00000018737	CDYL2
ENSHGLG00000018738	FGR
ENSHGLG00000018740	SLC38A9
ENSHGLG00000018741	SERPINI2
ENSHGLG00000018744	SPATA7
ENSHGLG00000018745	EPC1
ENSHGLG00000018747	MMEL1
ENSHGLG00000018748	HSD17B2
ENSHGLG00000018749	SAMM50
ENSHGLG00000018750	NDUFA10
ENSHGLG00000018754	PCSK9
ENSHGLG00000018755	FRMD8
ENSHGLG00000018757	BRI3BP
ENSHGLG00000018759	MSC
ENSHGLG00000018761	MMP11
ENSHGLG00000018762	KRT19
ENSHGLG00000018765	TGIF1
ENSHGLG00000018767	CHCHD10
ENSHGLG00000018769	LYPD2
ENSHGLG00000018770	ZWINT
ENSHGLG00000018771	ANKRD17
ENSHGLG00000018772	INTU
ENSHGLG00000018773	DYNC1I2
ENSHGLG00000018774	USP7
ENSHGLG00000018775	CNRIP1
ENSHGLG00000018776	VPS37C
ENSHGLG00000018777	GRIN3B
ENSHGLG00000018780	NUAK2
ENSHGLG00000018781	JAKMIP3
ENSHGLG00000018782	PAN3
ENSHGLG00000018784	LRP6
ENSHGLG00000018785	TRPM2
ENSHGLG00000018786	STARD13
ENSHGLG00000018790	COTL1
ENSHGLG00000018792	VTCN1
ENSHGLG00000018794	CALML4
ENSHGLG00000018796	FAT4
ENSHGLG00000018797	MEDAG
ENSHGLG00000018799	MACROD1
ENSHGLG00000018801	RNASEH2A
ENSHGLG00000018803	HINT2
ENSHGLG00000018807	CCP110
ENSHGLG00000018808	NHP2L1
ENSHGLG00000018810	ATP6V1H
ENSHGLG00000018811	PSPC1
ENSHGLG00000018812	KCTD8
ENSHGLG00000018813	NAE1
ENSHGLG00000018814	FXR1
ENSHGLG00000018815	ATP6V0A1
ENSHGLG00000018816	PHF19
ENSHGLG00000018819	GTPBP8
ENSHGLG00000018820	EEF1E1
ENSHGLG00000018821	GUSB
ENSHGLG00000018822	CUL7
ENSHGLG00000018823	TPR
ENSHGLG00000018824	KCTD9
ENSHGLG00000018825	TMCC3
ENSHGLG00000018826	KALRN
ENSHGLG00000018827	HAX1
ENSHGLG00000018828	CREB3L2
ENSHGLG00000018829	NEPRO
ENSHGLG00000018830	FERMT3
ENSHGLG00000018832	SAMD3
ENSHGLG00000018833	SLC2A6
ENSHGLG00000018834	IQCG
ENSHGLG00000018836	TSPO2
ENSHGLG00000018838	DCTD
ENSHGLG00000018839	SNAP91
ENSHGLG00000018840	TRIM32
ENSHGLG00000018842	ABCB6
ENSHGLG00000018844	ZEB1
ENSHGLG00000018845	DOK7
ENSHGLG00000018848	DESI1
ENSHGLG00000018849	F9
ENSHGLG00000018854	RHBDD1
ENSHGLG00000018855	TTR
ENSHGLG00000018856	NPC1L1
ENSHGLG00000018857	SCN4B
ENSHGLG00000018858	ADAM28
ENSHGLG00000018859	MINPP1
ENSHGLG00000018860	DNAJB6
ENSHGLG00000018863	DISP2
ENSHGLG00000018864	LRRC14B
ENSHGLG00000018865	SEPHS1
ENSHGLG00000018867	WNT5B
ENSHGLG00000018868	OS9
ENSHGLG00000018869	ARHGAP12
ENSHGLG00000018870	GLIPR2
ENSHGLG00000018871	UNC80
ENSHGLG00000018873	DROSHA
ENSHGLG00000018876	LAMTOR4
ENSHGLG00000018878	ZEB2
ENSHGLG00000018879	ICMT
ENSHGLG00000018882	ADGRG4
ENSHGLG00000018883	TKFC
ENSHGLG00000018885	DUS2
ENSHGLG00000018886	VPS37D
ENSHGLG00000018887	RANBP2
ENSHGLG00000018888	PCK1
ENSHGLG00000018889	ACHE
ENSHGLG00000018890	STAT6
ENSHGLG00000018892	SIK3
ENSHGLG00000018893	KRT80
ENSHGLG00000018895	SCRN2
ENSHGLG00000018897	VPS45
ENSHGLG00000018898	PSMG3
ENSHGLG00000018899	RBCK1
ENSHGLG00000018901	RGL1
ENSHGLG00000018902	MYL7
ENSHGLG00000018903	RPRML
ENSHGLG00000018904	SLC39A5
ENSHGLG00000018905	MAD1L1
ENSHGLG00000018906	PRKAG3
ENSHGLG00000018907	SERP2
ENSHGLG00000018908	STRADA
ENSHGLG00000018910	CNTD1
ENSHGLG00000018911	FBXW4
ENSHGLG00000018912	ENPP6
ENSHGLG00000018913	RFX3
ENSHGLG00000018914	ATPAF2
ENSHGLG00000018915	DTX3
ENSHGLG00000018916	TEX26
ENSHGLG00000018917	TTC5
ENSHGLG00000018918	CWF19L1
ENSHGLG00000018919	AXL
ENSHGLG00000018920	RAI1
ENSHGLG00000018922	ACO1
ENSHGLG00000018923	SUCO
ENSHGLG00000018925	GDPD2
ENSHGLG00000018926	NYAP2
ENSHGLG00000018928	APOA2
ENSHGLG00000018929	TMC7
ENSHGLG00000018930	HPSE
ENSHGLG00000018931	CILP2
ENSHGLG00000018932	EPHA4
ENSHGLG00000018933	PHKG1
ENSHGLG00000018934	SIGLEC1
ENSHGLG00000018935	MEMO1
ENSHGLG00000018936	GGT5
ENSHGLG00000018938	DGKH
ENSHGLG00000018939	TBC1D20
ENSHGLG00000018940	GATA3
ENSHGLG00000018941	TACO1
ENSHGLG00000018942	POLR2F
ENSHGLG00000018944	INSIG1
ENSHGLG00000018947	PROKR1
ENSHGLG00000018948	TMEM97
ENSHGLG00000018951	TMEM184A
ENSHGLG00000018952	FHL1
ENSHGLG00000018953	ARID1B
ENSHGLG00000018956	DUSP2
ENSHGLG00000018957	POFUT2
ENSHGLG00000018961	APLF
ENSHGLG00000018962	ABHD17B
ENSHGLG00000018963	WARS
ENSHGLG00000018964	MCM4
ENSHGLG00000018965	PLAGL2
ENSHGLG00000018966	CASQ1
ENSHGLG00000018967	TARDBP
ENSHGLG00000018969	SELENOO
ENSHGLG00000018970	GCC2
ENSHGLG00000018971	HDAC4
ENSHGLG00000018974	WDR86
ENSHGLG00000018976	DUS4L
ENSHGLG00000018977	CNGA1
ENSHGLG00000018978	ENPP1
ENSHGLG00000018980	GNAT1
ENSHGLG00000018982	IL25
ENSHGLG00000018984	RASAL2
ENSHGLG00000018985	UTRN
ENSHGLG00000018986	RNF145
ENSHGLG00000018987	ETV1
ENSHGLG00000018989	PRDM16
ENSHGLG00000018990	RASL10A
ENSHGLG00000018991	COQ7
ENSHGLG00000018994	SGMS1
ENSHGLG00000018996	RAB28
ENSHGLG00000018997	ACIN1
ENSHGLG00000019000	NSMCE2
ENSHGLG00000019001	CDH20
ENSHGLG00000019002	PIAS1
ENSHGLG00000019005	PAK4
ENSHGLG00000019006	TWIST2
ENSHGLG00000019008	TBCE
ENSHGLG00000019010	TOR1AIP1
ENSHGLG00000019011	RNF152
ENSHGLG00000019012	DFFB
ENSHGLG00000019013	TH
ENSHGLG00000019014	YTHDC2
ENSHGLG00000019015	PLSCR3
ENSHGLG00000019016	ARFGAP2
ENSHGLG00000019017	MAGI1
ENSHGLG00000019018	PIGN
ENSHGLG00000019021	ZC3H12C
ENSHGLG00000019022	PINK1
ENSHGLG00000019023	HDAC9
ENSHGLG00000019025	CTSD
ENSHGLG00000019028	NKX3-2
ENSHGLG00000019030	APOC3
ENSHGLG00000019032	ERLIN1
ENSHGLG00000019034	MVP
ENSHGLG00000019035	BHLHE22
ENSHGLG00000019036	RILPL1
ENSHGLG00000019037	NRXN2
ENSHGLG00000019039	PDCD2L
ENSHGLG00000019040	ABCD4
ENSHGLG00000019041	TMEM70
ENSHGLG00000019044	RNF130
ENSHGLG00000019049	NR2F6
ENSHGLG00000019050	CUTC
ENSHGLG00000019051	PPP1R1C
ENSHGLG00000019052	ECI1
ENSHGLG00000019053	EXT2
ENSHGLG00000019055	MEF2D
ENSHGLG00000019056	SMIM22
ENSHGLG00000019057	NOXRED1
ENSHGLG00000019058	LRRC61
ENSHGLG00000019059	ELF4
ENSHGLG00000019060	FUT8
ENSHGLG00000019063	FAM3C
ENSHGLG00000019064	MMP25
ENSHGLG00000019065	MYT1
ENSHGLG00000019066	CAMKK1
ENSHGLG00000019071	ALOX12B
ENSHGLG00000019074	TNFAIP1
ENSHGLG00000019075	PADI6
ENSHGLG00000019077	SMARCB1
ENSHGLG00000019080	ANGEL1
ENSHGLG00000019081	CASP7
ENSHGLG00000019082	TMEM8B
ENSHGLG00000019084	CHUK
ENSHGLG00000019085	STON2
ENSHGLG00000019086	EFR3A
ENSHGLG00000019091	ADGRB2
ENSHGLG00000019092	HCLS1
ENSHGLG00000019094	PIGS
ENSHGLG00000019096	FUT7
ENSHGLG00000019097	CEP104
ENSHGLG00000019098	FGFBP3
ENSHGLG00000019099	LGALS3
ENSHGLG00000019100	ERICH6
ENSHGLG00000019101	ARHGEF39
ENSHGLG00000019103	VIPR2
ENSHGLG00000019104	MPO
ENSHGLG00000019106	PTGFRN
ENSHGLG00000019107	SMARCAL1
ENSHGLG00000019109	SURF2
ENSHGLG00000019110	LMOD3
ENSHGLG00000019111	LRRC32
ENSHGLG00000019114	SREBF1
ENSHGLG00000019116	YKT6
ENSHGLG00000019117	PRR14L
ENSHGLG00000019118	NPM3
ENSHGLG00000019119	TMEM89
ENSHGLG00000019120	TRIM58
ENSHGLG00000019122	SLC20A2
ENSHGLG00000019123	ZBTB46
ENSHGLG00000019127	MIF
ENSHGLG00000019129	BCCIP
ENSHGLG00000019130	USP24
ENSHGLG00000019131	EML5
ENSHGLG00000019132	AAK1
ENSHGLG00000019133	FOXJ1
ENSHGLG00000019134	FBLIM1
ENSHGLG00000019135	SPATA20
ENSHGLG00000019136	OTUD7B
ENSHGLG00000019137	HELQ
ENSHGLG00000019141	KCNH7
ENSHGLG00000019143	TRIM56
ENSHGLG00000019144	THOP1
ENSHGLG00000019145	THUMPD2
ENSHGLG00000019146	THEMIS2
ENSHGLG00000019147	PTRH1
ENSHGLG00000019149	COLGALT1
ENSHGLG00000019150	GCK
ENSHGLG00000019152	SMG5
ENSHGLG00000019153	TENM1
ENSHGLG00000019154	PLEK
ENSHGLG00000019156	PCYT1A
ENSHGLG00000019157	SPG11
ENSHGLG00000019158	STAMBPL1
ENSHGLG00000019160	TERB1
ENSHGLG00000019161	SST
ENSHGLG00000019162	LRRC73
ENSHGLG00000019163	LPAR2
ENSHGLG00000019164	SPTBN1
ENSHGLG00000019167	PDCD10
ENSHGLG00000019170	RABEP1
ENSHGLG00000019171	LRCH3
ENSHGLG00000019172	CDH15
ENSHGLG00000019174	SNW1
ENSHGLG00000019175	P3H2
ENSHGLG00000019176	CERCAM
ENSHGLG00000019177	LECT2
ENSHGLG00000019178	ANKRD66
ENSHGLG00000019180	MRPL2
ENSHGLG00000019181	HS3ST1
ENSHGLG00000019184	COL4A4
ENSHGLG00000019185	KCNIP2
ENSHGLG00000019186	ST6GAL1
ENSHGLG00000019187	TTLL6
ENSHGLG00000019188	HBP1
ENSHGLG00000019189	TTBK1
ENSHGLG00000019190	COG4
ENSHGLG00000019191	XPO5
ENSHGLG00000019195	PIGV
ENSHGLG00000019197	PPIF
ENSHGLG00000019198	EME1
ENSHGLG00000019199	TMEM41A
ENSHGLG00000019200	DNAH8
ENSHGLG00000019201	PPP1R11
ENSHGLG00000019202	DDX55
ENSHGLG00000019203	TEKT2
ENSHGLG00000019206	PHF1
ENSHGLG00000019209	ABCF1
ENSHGLG00000019210	RPS10
ENSHGLG00000019211	ASCC2
ENSHGLG00000019212	SMCO1
ENSHGLG00000019213	PLSCR5
ENSHGLG00000019215	NRROS
ENSHGLG00000019216	SFSWAP
ENSHGLG00000019217	VSIR
ENSHGLG00000019219	PLOD2
ENSHGLG00000019220	SLC7A1
ENSHGLG00000019222	HMCN1
ENSHGLG00000019223	DNPH1
ENSHGLG00000019224	FZR1
ENSHGLG00000019225	TOR2A
ENSHGLG00000019226	DDOST
ENSHGLG00000019227	DDHD1
ENSHGLG00000019228	SLC22A7
ENSHGLG00000019229	CIC
ENSHGLG00000019232	PM20D1
ENSHGLG00000019233	DCP1B
ENSHGLG00000019234	TRIM10
ENSHGLG00000019236	SLC25A27
ENSHGLG00000019237	FAM166A
ENSHGLG00000019238	SEC16A
ENSHGLG00000019239	CLDN6
ENSHGLG00000019242	JUP
ENSHGLG00000019243	ART1
ENSHGLG00000019245	YIPF3
ENSHGLG00000019246	SAMD15
ENSHGLG00000019247	PI16
ENSHGLG00000019248	DDX39B
ENSHGLG00000019249	TTLL1
ENSHGLG00000019250	TMEM8C
ENSHGLG00000019251	LY6G6C
ENSHGLG00000019252	ADGRF1
ENSHGLG00000019253	PPP1R14D
ENSHGLG00000019254	ANKRD13D
ENSHGLG00000019258	SLC51A
ENSHGLG00000019259	SPEN
ENSHGLG00000019261	CROT
ENSHGLG00000019264	ZSWIM4
ENSHGLG00000019265	WDR53
ENSHGLG00000019267	RARRES2
ENSHGLG00000019268	FKBP7
ENSHGLG00000019270	MDH2
ENSHGLG00000019272	EGFL7
ENSHGLG00000019274	STAC3
ENSHGLG00000019276	GATM
ENSHGLG00000019277	SPCS1
ENSHGLG00000019278	ARHGAP18
ENSHGLG00000019279	DTX1
ENSHGLG00000019280	MYPN
ENSHGLG00000019281	TMEM169
ENSHGLG00000019282	TAF1C
ENSHGLG00000019283	XYLT2
